,Accident Type,Speed,Simple Injuries,Severe Injuries,Death,Road Lanes,Road Surfuce Description,Driver Licnesee Type,Light,Weather,City,Number of Cars,Driver Age,Driver Sex,Car,Year,Month
0,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Quebec City,2.0,28.0,Unkown,Vehicle,2018,1
1,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Quebec City,2.0,28.0,Male,Vehicle,2018,1
2,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,39.0,Male,Truck,2018,1
3,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,42.0,Male,Vehicle,2018,1
4,Collision,100.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Quebec City,2.0,30.0,Male,Trailer,2018,1
5,Collision,100.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Quebec City,2.0,30.0,Male,Vehicle,2018,1
6,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 6a,day,clear,Toronto,2.0,63.0,Male,Vehicle,2018,1
7,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
8,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
9,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,29.0,Male,Trailer,2018,1
10,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3 auto,lighty night,clear,Hamilton,6.0,55.0,Male,Vehicle,2018,1
11,Collision,60.0,,0.0,0.0,Two ways,wet,Class 1,lighty night,clear,Hamilton,6.0,0.0,Unkown,Vehicle,2018,1
12,Collision,60.0,,0.0,0.0,Two ways,wet,Class 4,lighty night,clear,Hamilton,6.0,40.0,Male,Vehicle,2018,1
13,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,lighty night,clear,Hamilton,6.0,39.0,Male,Trailer,2018,1
14,Collision,60.0,,0.0,0.0,Two ways,wet,Class 1,lighty night,clear,Hamilton,6.0,0.0,Unkown,Trailer,2018,1
15,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,lighty night,clear,Hamilton,6.0,21.0,Unkown,Truck,2018,1
16,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,lighty night,clear,Hamilton,2.0,29.0,Unkown,Vehicle,2018,1
17,Collision,60.0,,0.0,0.0,Two ways,wet,Class 3,lighty night,clear,Hamilton,2.0,22.0,Male,Vehicle,2018,1
18,Trample,50.0,,0.0,0.0,Two ways,dry,Class 6a,dark night,clear,Hamilton,1.0,33.0,Male,Truck,2018,1
19,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,18.0,Unkown,Truck,2018,1
20,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,31.0,Male,Vehicle,2018,1
21,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Hamilton,2.0,39.0,Male,Vehicle,2018,1
22,Collision,40.0,,0.0,0.0,Two ways,dry,Class 6a,day,clear,Hamilton,2.0,54.0,Male,Van,2018,1
23,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Trailer,2018,1
24,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,37.0,Male,Trailer,2018,1
25,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,3.0,25.0,Male,Vehicle,2018,1
26,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,3.0,58.0,Male,Vehicle,2018,1
27,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,3.0,30.0,Male,Trailer,2018,1
28,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Kanata,2.0,33.0,Male,Trailer,2018,1
29,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Kanata,2.0,36.0,Male,Trailer,2018,1
30,Collision,40.0,,0.0,0.0,Two ways,dry,Class 5,day,clear,Kanata,1.0,54.0,Male,Trailer,2018,1
31,Type-A,40.0,,0.0,0.0,Two ways,dry,Class 6a,day,clear,Orléans,1.0,51.0,Male,Trailer,2018,1
32,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Hamilton,2.0,40.0,Male,Vehicle,2018,1
33,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,19.0,Unkown,Truck,2018,1
34,Collision,100.0,,0.0,0.0,Two ways,dry,Uknown driver,day,clear,Ottawa,2.0,118.0,Unkown,Vehicle,2018,1
35,Collision,100.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,2.0,118.0,Unkown,Truck,2018,1
36,Collision,40.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Quebec City,2.0,21.0,Unkown,Truck,2018,1
37,Collision,40.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Quebec City,2.0,20.0,Unkown,Trailer,2018,1
38,Collision,40.0,,0.0,0.0,One way,dry,Class 3,day,clear,Toronto,1.0,57.0,Male,Vehicle,2018,1
39,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3 auto,day,rain,Montreal,2.0,59.0,Male,Vehicle,2018,1
40,Collision,80.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Montreal,2.0,21.0,Female,Vehicle,2018,1
41,Collision,30.0,,0.0,0.0,Parking lot,dry,Class 3,dark night,rain,Toronto,1.0,61.0,Male,Vehicle,2018,1
42,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,51.0,Male,Vehicle,2018,1
43,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
44,Collision,30.0,,0.0,0.0,Parking lot,dry,Class 3,sunset,clear,Gatineau,1.0,28.0,Male,Vehicle,2018,1
45,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,dark night,clear,Ottawa,2.0,36.0,Male,Truck,2018,1
46,Collision,40.0,,0.0,0.0,Two ways,dry,Class 5,dark night,clear,Ottawa,2.0,46.0,Male,Truck,2018,1
47,Trample,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Mississauga,1.0,25.0,Male,Vehicle,2018,1
48,Collision,40.0,,0.0,0.0,Public Parks,dry,Class 3 auto,day,clear,Mississauga,2.0,35.0,Male,Vehicle,2018,1
49,Collision,40.0,,0.0,0.0,Public Parks,dry,Class 3,day,clear,Mississauga,2.0,39.0,Male,Vehicle,2018,1
50,Trample,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Mississauga,1.0,25.0,Male,Vehicle,2018,1
51,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Ottawa,2.0,42.0,Male,Truck,2018,1
52,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,21.0,Male,Trailer,2018,1
53,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,0.0,Unkown,Trailer,2018,1
54,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,69.0,Male,Trailer,2018,1
55,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,22.0,Male,Vehicle,2018,1
56,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,53.0,Male,Vehicle,2018,1
57,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Ottawa,2.0,44.0,Male,Vehicle,2018,1
58,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Ottawa,2.0,29.0,Male,Vehicle,2018,1
59,Collision,100.0,,0.0,0.0,Two ways with island,dry,Class 5,lighty night,clear,Toronto,2.0,53.0,Male,Trailer,2018,1
60,Collision,100.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,25.0,Male,Trailer,2018,1
61,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,29.0,Male,Vehicle,2018,1
62,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,60.0,Male,Vehicle,2018,1
63,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Barrhaven,2.0,23.0,Male,Vehicle,2018,1
64,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Barrhaven,2.0,38.0,Male,Vehicle,2018,1
65,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,22.0,Unkown,Trailer,2018,1
66,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,23.0,Unkown,Trailer,2018,1
67,Collision,60.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Hamilton,2.0,40.0,Male,Trailer,2018,1
68,Collision,60.0,,0.0,0.0,Two ways,dry,Class 4,day,clear,Hamilton,2.0,39.0,Male,Vehicle,2018,1
69,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,43.0,Unkown,Vehicle,2018,1
70,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Hamilton,2.0,33.0,Male,Vehicle,2018,1
71,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,18.0,Unkown,Vehicle,2018,1
72,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Hamilton,2.0,32.0,Male,Vehicle,2018,1
73,Collision,90.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,72.0,Male,Vehicle,2018,1
74,Collision,90.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,43.0,Male,Vehicle,2018,1
75,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Hamilton,2.0,38.0,Male,Vehicle,2018,1
76,Collision,80.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,50.0,Male,Trailer,2018,1
77,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Hamilton,2.0,35.0,Male,Vehicle,2018,1
78,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Hamilton,2.0,39.0,Male,Vehicle,2018,1
79,Collision,60.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Hamilton,1.0,21.0,Male,Trailer,2018,1
80,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,47.0,Male,Vehicle,2018,1
81,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,41.0,Male,Trailer,2018,1
82,Collision,90.0,,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Hamilton,2.0,42.0,Female,Vehicle,2018,1
83,Collision,90.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Hamilton,2.0,29.0,Male,Vehicle,2018,1
84,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,3.0,54.0,Male,Vehicle,2018,1
85,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 1,day,clear,Toronto,3.0,0.0,Unkown,Vehicle,2018,1
86,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,3.0,118.0,Unkown,Vehicle,2018,1
87,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,51.0,Female,Vehicle,2018,1
88,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
89,Collision,40.0,,0.0,0.0,Parking lot,dry,Class 2a,day,clear,Mississauga,1.0,46.0,Male,Construction vehicle,2018,1
90,Collision,40.0,,0.0,0.0,Two ways,dry,Class 1,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
91,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,65.0,Male,Vehicle,2018,1
92,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 4,day,rain,Toronto,2.0,37.0,Male,Vehicle,2018,1
93,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,44.0,Male,Vehicle,2018,1
94,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3 auto,day,rain,Toronto,2.0,33.0,Female,Vehicle,2018,1
95,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,2.0,30.0,Female,Vehicle,2018,1
96,Collision,20.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,1.0,65.0,Male,Trailer,2018,1
97,Collision,60.0,,0.0,0.0,Two ways,dry,Class 7,day,clear,Quebec City,1.0,49.0,Male,Truck,2018,1
98,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,rain,Toronto,2.0,24.0,Male,Vehicle,2018,1
99,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,rain,Toronto,2.0,29.0,Male,Vehicle,2018,1
100,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 5,lighty night,clear,Toronto,2.0,37.0,Male,Vehicle,2018,1
101,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,22.0,Male,Vehicle,2018,1
102,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,fog,Toronto,2.0,24.0,Male,Vehicle,2018,1
103,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,day,fog,Toronto,2.0,35.0,Female,Vehicle,2018,1
104,Collision,50.0,,0.0,0.0,Two ways,wet,Class 5,day,rain,Toronto,2.0,33.0,Male,Vehicle,2018,1
105,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,day,rain,Toronto,2.0,20.0,Female,Vehicle,2018,1
106,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 1,day,rain,Toronto,3.0,0.0,Unkown,Vehicle,2018,1
107,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,3.0,37.0,Male,Trailer,2018,1
108,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,rain,Toronto,3.0,30.0,Female,Vehicle,2018,1
109,Collision,60.0,,0.0,0.0,One way,wet,Class 5,lighty night,rain,Toronto,2.0,28.0,Male,Vehicle,2018,1
110,Collision,60.0,,0.0,0.0,One way,wet,Class 3,lighty night,rain,Toronto,2.0,59.0,Male,Vehicle,2018,1
111,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 4,lighty night,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
112,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,lighty night,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
113,Collision,50.0,,0.0,0.0,Two ways,dry,Class 6b,day,clear,Toronto,2.0,44.0,Male,Truck,2018,1
114,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,34.0,Male,Truck,2018,1
115,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,37.0,Female,Vehicle,2018,1
116,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,40.0,Male,Truck,2018,1
117,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,24.0,Female,Vehicle,2018,1
118,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,49.0,Male,Vehicle,2018,1
119,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 1,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
120,Collision,60.0,,0.0,0.0,Two ways with island,wet,Class 3,day,clear,Toronto,2.0,23.0,Male,Vehicle,2018,1
121,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Ottawa,2.0,46.0,Male,Trailer,2018,1
122,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Ottawa,2.0,19.0,Male,Vehicle,2018,1
123,Collision,70.0,,0.0,0.0,Two ways,dry,Class 5,lighty night,clear,Montreal,2.0,37.0,Male,Truck,2018,1
124,Collision,70.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Montreal,2.0,48.0,Male,Vehicle,2018,1
125,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Montreal,2.0,59.0,Male,Vehicle,2018,1
126,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,0.0,Male,Trailer,2018,1
127,Collision,50.0,,0.0,0.0,One way,dry,Class 3 auto,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
128,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,2.0,22.0,Male,Motorcycle,2018,1
129,Collision,40.0,,0.0,0.0,One way,dry,Class 7,day,clear,Toronto,2.0,45.0,Male,Truck,2018,1
130,Collision,40.0,,0.0,0.0,One way,dry,Class 3,day,clear,Toronto,2.0,25.0,Male,Vehicle,2018,1
131,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Truck,2018,1
132,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
133,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Trailer,2018,1
134,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,24.0,Male,Truck,2018,1
135,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Toronto,2.0,41.0,Male,Vehicle,2018,1
136,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
137,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Montreal,2.0,25.0,Male,Vehicle,2018,1
138,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Montreal,2.0,23.0,Male,Truck,2018,1
139,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,41.0,Male,Vehicle,2018,1
140,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,36.0,Female,Vehicle,2018,1
141,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,78.0,Male,Vehicle,2018,1
142,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
143,Collision,40.0,,0.0,0.0,Two ways,dry,Class 7,lighty night,clear,Toronto,2.0,39.0,Male,Vehicle,2018,1
144,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,36.0,Male,Vehicle,2018,1
145,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,43.0,Male,Truck,2018,1
146,Collision,50.0,,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,45.0,Male,Vehicle,2018,1
147,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,2.0,58.0,Female,Vehicle,2018,1
148,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,2.0,33.0,Male,Vehicle,2018,1
149,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,3.0,21.0,Male,Vehicle,2018,1
150,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,3.0,118.0,Male,Vehicle,2018,1
151,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,3.0,27.0,Male,Vehicle,2018,1
152,Collision,40.0,,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,28.0,Male,Truck,2018,1
153,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
154,Collision,20.0,,0.0,0.0,One way,dry,Class 3 auto,sunset,clear,Toronto,2.0,25.0,Female,Vehicle,2018,1
155,Collision,20.0,,0.0,0.0,One way,dry,Class 3,sunset,clear,Toronto,2.0,34.0,Male,Truck,2018,1
156,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,2.0,28.0,Male,Vehicle,2018,1
157,Collision,50.0,,0.0,0.0,One way,dry,Class 3,lighty night,clear,Toronto,2.0,39.0,Male,Trailer,2018,1
158,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,41.0,Male,Van,2018,1
159,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,49.0,Male,Vehicle,2018,1
160,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Toronto,2.0,23.0,Male,Truck,2018,1
161,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Toronto,2.0,42.0,Male,Vehicle,2018,1
162,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3 auto,dark night,rain,Toronto,2.0,23.0,Male,Vehicle,2018,1
163,Collision,50.0,,0.0,0.0,Two ways,wet,Class 3,dark night,rain,Toronto,2.0,61.0,Male,Vehicle,2018,1
164,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,1.0,41.0,Male,Trailer,2018,1
165,Collision,50.0,,0.0,0.0,Two ways,dry,Class 6a,day,clear,Toronto,2.0,53.0,Male,Vehicle,2018,1
166,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
167,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Toronto,2.0,25.0,Male,Vehicle,2018,1
168,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,54.0,Male,Vehicle,2018,1
169,Trample,40.0,,1.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Ottawa,1.0,29.0,Male,Van,2018,1
170,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
171,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 5,lighty night,clear,Toronto,2.0,63.0,Male,Vehicle,2018,1
172,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Toronto,2.0,37.0,Male,Trailer,2018,1
173,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3 auto,lighty night,clear,Toronto,2.0,32.0,Male,Vehicle,2018,1
174,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
175,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,26.0,Male,Vehicle,2018,1
176,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,34.0,Male,Trailer,2018,1
177,Collision,40.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,26.0,Male,Vehicle,2018,1
178,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,22.0,Male,Vehicle,2018,1
179,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
180,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Ottawa,2.0,31.0,Male,Vehicle,2018,1
181,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Ottawa,2.0,28.0,Male,Vehicle,2018,1
182,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,27.0,Male,Vehicle,2018,1
183,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,56.0,Male,Vehicle,2018,1
184,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Niagara Falls,2.0,23.0,Male,Vehicle,2018,1
185,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Niagara Falls,2.0,20.0,Male,Vehicle,2018,1
186,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
187,Collision,50.0,,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,21.0,Male,Vehicle,2018,1
188,Collision,70.0,,0.0,0.0,Two ways with island,dry,Uknown driver,lighty night,clear,Toronto,2.0,118.0,Male,Vehicle,2018,1
189,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
190,Collision,60.0,,0.0,0.0,Public Parks,dry,Class 3,lighty night,clear,Toronto,1.0,34.0,Male,Vehicle,2018,1
191,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,31.0,Male,Vehicle,2018,1
192,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,30.0,Female,Vehicle,2018,1
193,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,30.0,Male,Vehicle,2018,1
194,Collision,60.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,21.0,Male,Vehicle,2018,1
195,Trample,40.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,1.0,37.0,Male,Vehicle,2018,1
196,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
197,Collision,70.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Male,Vehicle,2018,1
198,Collision,40.0,,0.0,0.0,Two ways,dry,Class 6a,dark night,clear,Toronto,1.0,42.0,Male,Vehicle,2018,1
199,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
200,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
201,Collision,40.0,,0.0,0.0,One way,dry,Class 4,dark night,clear,Toronto,1.0,54.0,Male,Vehicle,2018,1
202,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,22.0,Male,Van,2018,1
203,Collision,50.0,,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Toronto,2.0,34.0,Male,Vehicle,2018,1
204,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 3,sunrise,rain,Montreal,2.0,33.0,Male,Vehicle,2018,1
205,Collision,40.0,,0.0,0.0,Two ways with island,wet,Class 5,sunrise,rain,Montreal,2.0,45.0,Male,Van,2018,1
206,Collision,40.0,,0.0,0.0,Two ways with island,dry,Class 3,sunrise,clear,Toronto,2.0,0.0,Unkown,Vehicle,2018,1
