,Accident Type,Speed,Simple Injuries,Severe Injuries,Death,Road Lanes,Road Surfuce Description,Driver Licnesee Type,Light,Weather,City,Number of Cars,Driver Age,Driver Sex,Car,Year,Month
23197,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,3.0,,Male,Vehicle,2018,6
23198,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23199,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Trailer,2018,6
23200,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23201,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23202,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23203,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23204,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23205,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,1.0,,Male,Vehicle,2018,6
23206,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23207,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23208,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,,Male,Vehicle,2018,6
23209,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Hamilton,2.0,,Male,Trailer,2018,6
23210,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 6a,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23211,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23212,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23213,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23214,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 7,day,clear,Toronto,2.0,,Male,Van,2018,6
23215,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23216,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 7,day,clear,Toronto,2.0,,Male,Trailer,2018,6
23217,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23218,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23219,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23220,Collision,100.0,2.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23221,Collision,100.0,2.0,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,2.0,,Male,Truck,2018,6
23222,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23223,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23224,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Uknown driver,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23225,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,,Female,Trailer,2018,6
23226,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Mississauga,2.0,,Male,Truck,2018,6
23227,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Mississauga,2.0,,Male,Vehicle,2018,6
23228,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23229,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23230,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Hamilton,3.0,,Unkown,Vehicle,2018,6
23231,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Uknown driver,lighty night,clear,Hamilton,3.0,,Female,Vehicle,2018,6
23232,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Hamilton,3.0,,Male,Vehicle,2018,6
23233,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23234,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Truck,2018,6
23235,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23236,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23237,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Trailer,2018,6
23238,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23239,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23240,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23241,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Toronto,2.0,,Male,Truck,2018,6
23242,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23243,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23244,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23245,Collision,30.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Truck,2018,6
23246,Collision,30.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Truck,2018,6
23247,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,3.0,,Male,Vehicle,2018,6
23248,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,,Male,Vehicle,2018,6
23249,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,,Male,Vehicle,2018,6
23250,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,,Male,Truck,2018,6
23251,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23252,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23253,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23254,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23255,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23256,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23257,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23258,Collision,40.0,1.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,,Female,Vehicle,2018,6
23259,Collision,40.0,1.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,,Male,Vehicle,2018,6
23260,Collision,40.0,1.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,3.0,,Female,Vehicle,2018,6
23261,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23262,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23263,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23264,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Truck,2018,6
23265,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,dark night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23266,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,dark night,clear,Montreal,2.0,,Unkown,Truck,2018,6
23267,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23268,Collision,30.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23269,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23270,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23271,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23272,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23273,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Truck,2018,6
23274,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23275,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,lighty night,clear,Barrhaven,5.0,,Unkown,Trailer,2018,6
23276,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Barrhaven,5.0,,Male,Vehicle,2018,6
23277,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,lighty night,clear,Barrhaven,5.0,,Unkown,Vehicle,2018,6
23278,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Barrhaven,2.0,,Male,Vehicle,2018,6
23279,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Barrhaven,2.0,,Male,Vehicle,2018,6
23280,Collision,80.0,1.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23281,Collision,80.0,1.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23282,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,lighty night,clear,Toronto,2.0,,Male,Van,2018,6
23283,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Truck,2018,6
23284,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23285,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,day,clear,Montreal,2.0,,Male,Trailer,2018,6
23286,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23287,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23288,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 4,dark night,clear,Montreal,3.0,,Male,Vehicle,2018,6
23289,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,dark night,clear,Montreal,3.0,,Male,Truck,2018,6
23290,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,dark night,clear,Montreal,3.0,,Male,Vehicle,2018,6
23291,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,lighty night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23292,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23293,Collision,40.0,0.0,0.0,0.0,Parking lot,dry,Class 3 auto,lighty night,clear,Toronto,1.0,,Male,Vehicle,2018,6
23294,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 6a,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23295,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23296,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Truck,2018,6
23297,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23298,Trample,60.0,1.0,0.0,0.0,Two ways with island,dry,Class 3,sunset,clear,Toronto,1.0,,Male,Vehicle,2018,6
23299,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23300,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Ottawa,2.0,,Male,Truck,2018,6
23301,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23302,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Unkown,Trailer,2018,6
23303,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Construction vehicle,2018,6
23304,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23305,Collision,40.0,0.0,0.0,0.0,Parking lot,dry,Class 1,dark night,clear,Gatineau,2.0,,Unkown,Van,2018,6
23306,Collision,40.0,0.0,0.0,0.0,Parking lot,dry,Class 3,dark night,clear,Gatineau,2.0,,Male,Trailer,2018,6
23307,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23308,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23309,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Unkown,Vehicle,2018,6
23310,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23311,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23312,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Unkown,Vehicle,2018,6
23313,Trample,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,1.0,,Male,Vehicle,2018,6
23314,Collision,40.0,1.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23315,Collision,40.0,1.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23316,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23317,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23318,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,dark night,clear,Ottawa,2.0,,Male,Van,2018,6
23319,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,dark night,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23320,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,lighty night,clear,Toronto,2.0,,Male,Vehicle,2018,6
23321,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,lighty night,clear,Toronto,2.0,,Male,Trailer,2018,6
23322,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23323,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23324,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,dark night,clear,Gatineau,2.0,,Male,Truck,2018,6
23325,Collision,60.0,0.0,0.0,0.0,Two ways,dry,Class 3,dark night,clear,Gatineau,2.0,,Male,Trailer,2018,6
23326,Collision,30.0,0.0,0.0,0.0,Public Parks,dry,Uknown driver,dark night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23327,Collision,30.0,0.0,0.0,0.0,Public Parks,dry,Class 3 auto,dark night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23328,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Uknown driver,lighty night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23329,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,lighty night,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23330,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Uknown driver,lighty night,clear,Toronto,1.0,,Unkown,Vehicle,2018,6
23331,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,lighty night,clear,Toronto,1.0,,Unkown,Bus,2018,6
23332,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Montreal,2.0,,Male,Truck,2018,6
23333,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Truck,2018,6
23334,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,lighty night,clear,Toronto,3.0,,Unkown,Vehicle,2018,6
23335,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Toronto,3.0,,Male,Vehicle,2018,6
23336,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23337,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 3,lighty night,clear,Montreal,2.0,,Unkown,Vehicle,2018,6
23338,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23339,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,lighty night,clear,Montreal,2.0,,Male,Vehicle,2018,6
23340,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,,Male,Trailer,2018,6
23341,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23342,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Ottawa,2.0,,Male,Van,2018,6
23343,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Ottawa,2.0,,Male,Vehicle,2018,6
23344,Collision,20.0,0.0,0.0,0.0,Parking lot,dry,Class 3,day,clear,Toronto,1.0,,Male,Vehicle,2018,6
23345,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Gatineau,2.0,,Male,Vehicle,2018,6
23346,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 7,day,clear,Gatineau,2.0,,Male,Van,2018,6
23347,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23348,Collision,40.0,0.0,0.0,0.0,One way,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23349,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23350,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23351,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23352,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 6b,day,clear,Toronto,2.0,,Male,Truck,2018,6
23353,Collision,90.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,,Male,Vehicle,2018,6
23354,Collision,90.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Hamilton,2.0,,Female,Vehicle,2018,6
23355,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Trailer,2018,6
23356,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23357,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Gatineau,2.0,,Female,Vehicle,2018,6
23358,Collision,70.0,0.0,0.0,0.0,Two ways with island,dry,Class 5,day,clear,Gatineau,2.0,,Male,Van,2018,6
23359,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23360,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23361,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23362,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23363,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,4.0,,Male,Vehicle,2018,6
23364,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,4.0,,Male,Truck,2018,6
23365,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,4.0,,Male,Vehicle,2018,6
23366,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Toronto,4.0,,Female,Vehicle,2018,6
23367,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23368,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23369,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23370,Collision,50.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23371,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23372,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23373,Collision,60.0,6.0,0.0,0.0,Two ways,dry,Class 5,day,clear,Ottawa,2.0,,Male,Truck,2018,6
23374,Collision,60.0,6.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Ottawa,2.0,,Male,Van,2018,6
23375,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Montreal,2.0,,Male,Trailer,2018,6
23376,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Montreal,2.0,,Female,Vehicle,2018,6
23377,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23378,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23379,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23380,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Montreal,2.0,,Male,Vehicle,2018,6
23381,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23382,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23383,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23384,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23385,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3 auto,day,clear,Gatineau,2.0,,Male,Vehicle,2018,6
23386,Collision,80.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Gatineau,2.0,,Male,Vehicle,2018,6
23387,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23388,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23389,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23390,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23391,Collision,40.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,1.0,,Male,Vehicle,2018,6
23392,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23393,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23394,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23395,Collision,60.0,0.0,0.0,0.0,Two ways with island,dry,Class 3,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23396,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 1,day,clear,Toronto,2.0,,Unkown,Vehicle,2018,6
23397,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Truck,2018,6
23398,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3 auto,day,clear,Toronto,2.0,,Female,Vehicle,2018,6
23399,Collision,40.0,0.0,0.0,0.0,Two ways,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23400,Collision,50.0,0.0,0.0,0.0,One way,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23401,Collision,50.0,0.0,0.0,0.0,One way,dry,Class 3,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
23402,Collision,50.0,0.0,0.0,0.0,Two ways with island,dry,Class 4,day,clear,Toronto,2.0,,Male,Vehicle,2018,6
